Date,Open,High,Low,Close,Adj Close,Volume,^NDXT_Close,QTEC_Close,^SP500-45_Close
2007-01-03,-0.917668849016855,-0.907325667482503,-0.9170426516141268,-0.9143923459441214,-0.9143923459441214,2.1943225162589592,-0.8377569001563003,-0.8408384586810062,-0.8318650160694006
2007-01-04,-0.9124648305646391,-0.8947769238576894,-0.9043822599444089,-0.887214227533272,-0.887214227533272,2.2719906516019126,-0.816755911731659,-0.8196637799735409,-0.8084451445239608
2007-01-05,-0.8890467740978619,-0.8886660900887571,-0.8873152774215208,-0.880398034894413,-0.880398034894413,1.8364738200520627,-0.8228567385885729,-0.8245501566647835,-0.8169013728874371
2007-01-08,-0.8800438227068924,-0.884586471058088,-0.8801632046659946,-0.8866591969051344,-0.8866591969051344,0.9282567323649897,-0.8203668794975644,-0.8202066301720254,-0.8137394456313287
2007-01-09,-0.8839294742312063,-0.887375080752491,-0.8819118926414959,-0.883329172521002,-0.883329172521002,1.1971580590463924,-0.8174701371544871,-0.8158631036792674,-0.8073790136986692
2007-01-10,-0.8856988096858546,-0.8782518567131422,-0.8804430290237726,-0.876460914215868,-0.876460914215868,1.448947302502962,-0.8032842010095876,-0.8022895704446685,-0.798518414098153
2007-01-11,-0.8635470996229206,-0.8641367017849283,-0.855716818879462,-0.858665932047696,-0.858665932047696,1.9806167374225496,-0.7948321702175043,-0.7957743324844516,-0.7872680522951654
2007-01-12,-0.8552380031892097,-0.8585422928419798,-0.8490369229451097,-0.8495082720169278,-0.8495082720169278,0.8078731200612916,-0.7914890672592109,-0.7908878522353688,-0.7805398265459087
2007-01-16,-0.8455932173650401,-0.8447714035548572,-0.8432662954780775,-0.850757051084064,-0.850757051084064,2.135309969775039,-0.8005264771109671,-0.7995749052208849,-0.7852458595079383
2007-01-17,-0.8528094577024165,-0.8537740898004345,-0.8588644143832422,-0.8628978612794653,-0.8628978612794653,1.7622793735135511,-0.8098217007852397,-0.8088049119627257,-0.8027464721795532
2007-01-18,-0.8681960022274967,-0.8732083044331561,-0.8710177047522167,-0.8792879736381379,-0.8792879736381379,1.4332934849472017,-0.8435701235240286,-0.8435531239047899,-0.8266443186056225
2007-01-19,-0.8795407273833111,-0.8830544915916662,-0.8722242598170996,-0.8759579492540055,-0.8759579492540055,1.0242807280680442,-0.8406536424993777,-0.8397525511683567,-0.8269383965779535
2007-01-22,-0.8717000282116797,-0.8798010784624002,-0.8866332858971662,-0.8914114640302683,-0.8914114640302683,1.2069790275598604,-0.8515261442564471,-0.852240176890306,-0.8384829485539484
2007-01-23,-0.89201305983335,-0.8933998612933239,-0.888749162994522,-0.8945160653307224,-0.8945160653307224,0.8901303273112692,-0.8512087511005921,-0.852240176890306,-0.8419756434035067
2007-01-24,-0.8856641647607411,-0.8679409188484629,-0.8782571958369723,-0.8597932599790112,-0.8597932599790112,1.487888507624342,-0.8267256412732006,-0.8278078792027321,-0.8191808418252002
2007-01-25,-0.8569553181197994,-0.8594029833090551,-0.8741128064063372,-0.8788370212143195,-0.8788370212143195,1.6204949754789213,-0.8399294871876599,-0.841381412437331,-0.8326371811230373
2007-01-26,-0.8744234806530436,-0.8707639603798445,-0.8717171585163561,-0.8653954194137379,-0.8653954194137379,1.246520757849093,-0.8382033818677224,-0.8386666436557071,-0.8311297650382349
2007-01-29,-0.8621593365720153,-0.8693007918586859,-0.8656492444517613,-0.8712403748636447,-0.8712403748636447,0.9373917221114798,-0.8401377726619332,-0.8424673199499806,-0.8295488575105188
2007-01-30,-0.8690980455537658,-0.8705918011949519,-0.8643902491023714,-0.8680316953588716,-0.8680316953588716,0.6821285762164706,-0.8357034717916182,-0.8375808397008977,-0.823188313377183
2007-01-31,-0.864778694828874,-0.8585422928419798,-0.8568884494647754,-0.855578650550513,-0.855578650550513,4.124063677759242,-0.8351578122875044,-0.8348660709192738,-0.8155410518891384
2007-02-01,-0.8482819717449024,-0.856803722353687,-0.881334835251308,-0.8898331836751346,-0.8898331836751346,5.604778434589966,-0.8308127593209913,-0.8310654981828406,-0.8207617493529163
2007-02-02,-0.8888559613277964,-0.8929694896954394,-0.8878398945272018,-0.8902667631674511,-0.8902667631674511,1.5853278285629084,-0.8245432454491572,-0.8272649254464074,-0.8169380625085559
2007-02-05,-0.897720120472759,-0.9050190507771053,-0.9081594066880367,-0.9151381600493952,-0.9151381600493952,1.9800591526882574,-0.8198906081194731,-0.8196637799735409,-0.8179675037127287
